row_type,arm_id,call,sender_set_kind,variant,control_type,scope_kind,seed,seed_index,n_fits,n_reportable,frac_reportable,median_sf_matched,sf_matched_q25,sf_matched_q75,frac_sf_le_0,frac_sf_gt_05,median_comp_share,median_sf_matched_lo,median_sf_matched_hi,median_sf_matched_n5n6,median_sf_n5,median_sf_n6n5,median_beta_naive,median_beta_naive_sd,median_beta_matched,median_lam_naive,frac_lam_railed,median_match_rate,median_max_smd_before,median_max_smd_after,frac_smd_gate_pass,n_match_cols,matched_on,n_sections,n_modules,n_boot,n_blocks,window_um,caliper_sd,n_seeds,seeds,sf_across_seed_mean,sf_across_seed_sd,sf_across_seed_min,sf_across_seed_max,sf_across_seed_range,comp_share_q25,comp_share_q75,comp_share_across_seed_min,comp_share_across_seed_max,max_max_smd_after
seed,m1,tierA_p95,A_SENDER_FINAL_strict,comp_adj,covariate_adjustment,pooled,-1,-1,42,33,0.7857142857142857,0.4988922663488566,0.3166855806054385,0.6697130387879465,0.0,0.48484848484848486,0.5011077336511434,0.42149243718286505,0.6062842700864843,,,,0.019694831922698004,0.6426456753263999,0.011628521883614481,6.999999999999999,0.7575757575757576,,,,,9,knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,,,,,,,,,,,,,
summary,m1,tierA_p95,A_SENDER_FINAL_strict,comp_adj,covariate_adjustment,pooled,-1,-1,42,33,0.7857142857142857,0.4988922663488566,0.3166855806054385,0.6697130387879465,0.0,0.48484848484848486,0.5011077336511434,0.42149243718286505,0.6062842700864843,,,,0.019694831922698004,0.6426456753263999,0.011628521883614481,6.999999999999999,0.7575757575757576,,,,,9,knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,,1.0,-1,0.4988922663488566,,0.4988922663488566,0.4988922663488566,0.0,0.3302869612120535,0.6833144193945615,0.5011077336511434,0.5011077336511434,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260901,0,315,150,0.47619047619047616,0.948831528581974,0.9206014600790454,0.9782188527981092,0.0,1.0,0.051168471418025996,0.8703950189723271,0.991005453267192,0.08688416382395148,0.11433439019962022,0.08402370299261974,0.009974444231201762,0.32600582062111716,0.00921287827507615,16.555361190652583,0.5666666666666667,1.0,0.35280336762142595,0.02663720421030362,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260902,1,315,149,0.473015873015873,0.9471332487674129,0.9180303428137673,0.978861221270171,0.0,1.0,0.052866751232587106,0.870954645975462,0.9896467448978798,0.08530261077352716,0.11365280019798656,0.0836071211320542,0.01014810784828517,0.328794930948949,0.009279281631394224,16.885936456434926,0.5637583892617449,1.0,0.35280336762142595,0.02404755431208797,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260903,2,315,150,0.47619047619047616,0.9505206733813643,0.9199542604913323,0.9783430214855376,0.0,1.0,0.04947932661863569,0.8711557994831061,0.9901240447894433,0.08654222043337875,0.11433439019962022,0.08402370299261974,0.01010072942207127,0.33105825477383555,0.009344297160192364,16.555361190652583,0.5666666666666667,1.0,0.35280336762142595,0.02531813904412501,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260904,3,315,149,0.473015873015873,0.9473350354774093,0.9199122727318342,0.9777548074609462,0.0,1.0,0.05266496452259073,0.8773318467585054,0.9907945286272826,0.08818137972661229,0.11953120324022287,0.08659252429201238,0.01014810784828517,0.333321578598722,0.009328431223169887,16.22478592487024,0.5771812080536913,1.0,0.35280336762142595,0.026415911698825238,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,20260905,4,315,150,0.47619047619047616,0.950037818916641,0.9198646326848263,0.9787890549239362,0.0,1.0,0.04996218108335909,0.8737126697658479,0.9904730550089427,0.08787322734498837,0.11727359172073838,0.08551640457259882,0.01010072942207127,0.32600582062111716,0.00925053191822358,17.458034361072826,0.5666666666666667,1.0,0.35280336762142595,0.024832889003330774,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
summary,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,by_celltype,-1,-1,1575,748,0.4749206349206349,0.948831528581974,0.9196706617042256,0.9784546446000058,0.0,1.0,0.05057191308747738,0.8734110515469449,0.9906000942446926,0.08782055607402119,0.11501598020125389,0.08444028485318528,0.01010072942207127,0.328794930948949,0.009260338005907462,16.885936456434926,0.5681818181818182,1.0,0.35280336762142595,0.02404755431208797,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,5.0,20260901|20260902|20260903|20260904|20260905,0.9487716610249602,0.0015341179748848853,0.9471332487674129,0.9505206733813643,0.003387424613951362,0.02154535539999422,0.08032933829577438,0.04947932661863569,0.052866751232587106,0.03796927091850154
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260901,0,42,33,0.7857142857142857,0.9853848903303035,0.9631028327327573,0.9910798737150712,0.0,1.0,0.01461510966969648,0.9789909004549875,0.9924052519285358,-0.08417362728110658,-0.0635740798503045,-0.08381704653226578,0.019694831922698004,0.6426456753263999,0.019593414988360456,6.999999999999999,0.7575757575757576,1.0,0.35200240286220996,0.02474547215298124,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260902,1,42,33,0.7857142857142857,0.9856663741509188,0.9631560845417488,0.9910762387038687,0.0,1.0,0.014333625849081155,0.9789977657902407,0.9921549321465658,-0.08420741335867643,-0.0635740798503045,-0.08381704653226578,0.019694831922698004,0.6426456753263999,0.019599220242792342,6.999999999999999,0.7575757575757576,1.0,0.35200240286220996,0.02315218962030763,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260903,2,42,33,0.7857142857142857,0.9854313808871298,0.9629726096423106,0.9910790463302606,0.0,1.0,0.014568619112870218,0.97834568111977,0.9923473900837587,-0.08429703297474724,-0.0635740798503045,-0.08381704653226578,0.019694831922698004,0.6426456753263999,0.019592281327560423,6.999999999999999,0.7575757575757576,1.0,0.35200240286220996,0.024296605469308452,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260904,3,42,33,0.7857142857142857,0.9854948339729882,0.9631494492710883,0.9908085046481049,0.0,1.0,0.014505166027011795,0.979162919925151,0.9917236551272743,-0.08413134757609807,-0.0635740798503045,-0.08381704653226578,0.019694831922698004,0.6426456753263999,0.01960156518604327,6.999999999999999,0.7575757575757576,1.0,0.35200240286220996,0.024631687261623975,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,20260905,4,42,33,0.7857142857142857,0.9857734851300666,0.9632097336244108,0.9913195369509024,0.0,1.0,0.014226514869933427,0.9797378339486855,0.9929152875350534,-0.08421041715225315,-0.0635740798503045,-0.08381704653226578,0.019694831922698004,0.6426456753263999,0.019596115475417043,6.999999999999999,0.7575757575757576,1.0,0.35200240286220996,0.02365052245374448,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,,,,,,,,,,,,
summary,m1,tierA_p95,A_SENDER_FINAL_strict,full,decoy_matching,pooled,-1,-1,210,165,0.7857142857142857,0.9854948339729882,0.9631028327327573,0.9910798737150712,0.0,1.0,0.014493313166974442,0.979162919925151,0.9923473900837587,-0.08420741335867643,-0.0635740798503045,-0.08381704653226578,0.019694831922698004,0.6426456753263999,0.019596115475417043,6.999999999999999,0.7575757575757576,1.0,0.35200240286220996,0.02366131310328993,1.0,12,log_dens50|log_counts|zonation|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,0.25,5.0,20260901|20260902|20260903|20260904|20260905,0.9855501928942813,0.00016421277951456822,0.9853848903303035,0.9857734851300666,0.00038859479976305344,0.008920126284928775,0.03689716726724268,0.014226514869933427,0.01461510966969648,0.03796927091850154
seed,m1,tierA_p95,A_SENDER_FINAL_strict,type_adj,covariate_adjustment,pooled,-1,-1,42,33,0.7857142857142857,0.3414495869724329,0.1975639953148451,0.432642737138276,0.030303030303030304,0.12121212121212122,0.6585504130275671,0.23564078833702756,0.40164332730088287,,,,0.019694831922698004,0.6426456753263999,0.006209701503296526,6.999999999999999,0.7575757575757576,,,,,8,ct_Biliary/ductular|ct_DC|ct_Endothelial|ct_Hepatocytes|ct_Macrophages|ct_Mesenchymal|ct_Proliferating|ct_T/NK cells,6,7,400,100,100.0,,,,,,,,,,,,,
summary,m1,tierA_p95,A_SENDER_FINAL_strict,type_adj,covariate_adjustment,pooled,-1,-1,42,33,0.7857142857142857,0.3414495869724329,0.1975639953148451,0.432642737138276,0.030303030303030304,0.12121212121212122,0.6585504130275671,0.23564078833702756,0.40164332730088287,,,,0.019694831922698004,0.6426456753263999,0.006209701503296526,6.999999999999999,0.7575757575757576,,,,,8,ct_Biliary/ductular|ct_DC|ct_Endothelial|ct_Hepatocytes|ct_Macrophages|ct_Mesenchymal|ct_Proliferating|ct_T/NK cells,6,7,400,100,100.0,,1.0,-1,0.3414495869724329,,0.3414495869724329,0.3414495869724329,0.0,0.567357262861724,0.8024360046851549,0.6585504130275671,0.6585504130275671,
seed,m1,tierA_p95,A_SENDER_FINAL_strict,typecomp_adj,covariate_adjustment,pooled,-1,-1,42,33,0.7857142857142857,0.14613863281468148,0.0722574458206703,0.27445218276520456,0.06060606060606061,0.030303030303030304,0.8538613671853186,0.052005149170349714,0.2460697851525334,,,,0.019694831922698004,0.6426456753263999,0.00318497860972579,6.999999999999999,0.7575757575757576,,,,,17,ct_Biliary/ductular|ct_DC|ct_Endothelial|ct_Hepatocytes|ct_Macrophages|ct_Mesenchymal|ct_Proliferating|ct_T/NK cells|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,,,,,,,,,,,,,
summary,m1,tierA_p95,A_SENDER_FINAL_strict,typecomp_adj,covariate_adjustment,pooled,-1,-1,42,33,0.7857142857142857,0.14613863281468148,0.0722574458206703,0.27445218276520456,0.06060606060606061,0.030303030303030304,0.8538613671853186,0.052005149170349714,0.2460697851525334,,,,0.019694831922698004,0.6426456753263999,0.00318497860972579,6.999999999999999,0.7575757575757576,,,,,17,ct_Biliary/ductular|ct_DC|ct_Endothelial|ct_Hepatocytes|ct_Macrophages|ct_Mesenchymal|ct_Proliferating|ct_T/NK cells|knn_frac_B-cells|knn_frac_Biliary/ductular|knn_frac_DC|knn_frac_Endothelial|knn_frac_Hepatocytes|knn_frac_Macrophages|knn_frac_Mesenchymal|knn_frac_Proliferating|knn_frac_T/NK cells,6,7,400,100,100.0,,1.0,-1,0.14613863281468148,,0.14613863281468148,0.14613863281468148,0.0,0.7255478172347954,0.9277425541793297,0.8538613671853186,0.8538613671853186,
